Year Day    Superior   Michigan   Huron    Erie    Ontario  St.Clr  
2013 149    4.00    8.56    7.51   13.30   10.71   15.64
2013 150    4.45    9.21    8.19   13.92   12.24   15.80
2013 151    4.63    9.19    8.34   14.20   13.48   15.52
2013 152    4.39    8.87    8.17   14.15   13.09   15.56
2013 153    4.06    8.60    7.97   14.05   11.91   15.79
2013 154    4.01    8.54    7.89   14.15   11.22   15.98
2013 155    4.10    8.77    8.01   14.33   11.00   16.50
2013 156    4.36    9.20    8.32   14.49   11.17   16.39
2013 157    4.57    9.56    8.71   14.52   11.58   15.76
2013 158    4.71    9.77    8.99   14.53   12.03   14.93
2013 159    4.87    9.93    9.30   14.97   12.36   15.33
2013 160    5.01   10.21    9.84   15.38   12.69   16.36
2013 161    5.25   10.71   10.39   15.69   12.88   17.16
2013 162    5.56   11.22   10.89   16.00   12.92   17.59
2013 163    5.80   11.29   11.23   16.13   13.09   17.62
2013 164    5.73   11.19   11.31   16.16   13.24   17.53
2013 165    5.51   11.21   11.29   16.21   13.25   17.60
2013 166    5.53   11.60   11.57   16.47   13.53   17.94
2013 167    5.60   12.15   12.13   16.96   14.08   18.55
2013 168    5.59   12.32   12.45   17.36   14.64   18.93
2013 169    5.65   12.39   12.58   17.38   14.98   19.03
2013 170    5.75   12.64   12.81   17.44   15.10   19.13
2013 171    5.88   12.97   13.05   17.82   15.41   19.31
2013 172    6.07   13.24   13.38   18.26   15.92   19.60
2013 173    6.33   13.63   14.02   18.88   16.52   20.29
2013 174    6.72   14.26   14.95   19.82   17.56   21.24
2013 175    7.13   14.75   15.67   20.59   18.19   21.69
2013 176    7.55   15.31   16.15   20.69   18.45   21.88
2013 177    7.83   15.93   16.65   20.63   18.79   22.28
2013 178    7.98   16.45   16.86   20.78   18.89   22.75
2013 179    7.95   16.66   16.89   20.85   18.92   22.66
2013 180    7.86   16.63   17.05   21.12   19.28   22.42
2013 181    7.78   16.38   17.17   21.31   19.70   22.44
2013 182    7.84   16.29   17.19   21.34   19.94   22.45
2013 183    8.20   16.52   17.21   21.14   19.91   22.11
2013 184    8.81   16.94   17.49   21.15   20.06   21.96
2013 185    9.41   17.18   18.07   21.54   20.56   22.42
2013 186    9.84   17.46   18.71   22.06   20.97   23.18
2013 187   10.18   17.83   19.07   22.49   21.41   23.48
2013 188   10.49   18.42   19.32   22.64   21.92   23.61
2013 189   11.25   19.06   19.44   22.63   22.24   23.75
2013 190   11.23   19.38   19.40   22.86   22.37   23.87
2013 191   10.25   19.37   19.19   22.84   22.29   23.80
2013 192   10.09   19.53   19.10   22.68   22.13   23.68
2013 193   10.44   20.09   19.45   22.75   22.47   23.68
2013 194   10.88   20.65   20.15   23.17   22.94   24.03
2013 195   11.49   21.48   21.00   23.80   23.56   24.66
2013 196   12.34   22.29   21.87   24.64   24.18   25.21
2013 197   12.80   22.82   22.53   25.46   24.61   25.71
2013 198   12.70   23.01   22.76   25.98   24.78   26.28
2013 199   12.19   23.04   22.44   26.18   24.74   26.62
2013 200   11.58   22.72   21.80   26.12   24.53   26.67
2013 201   11.25   22.27   21.14   25.74   23.85   26.35
2013 202   11.48   21.90   20.68   25.10   23.01   25.76
2013 203   11.51   21.58   20.42   24.69   22.63   25.11
2013 204   11.11   21.11   20.00   24.35   22.39   24.59
2013 205   11.03   20.62   19.38   24.05   21.98   24.01
2013 206   11.10   20.36   19.15   23.88   21.85   23.61
2013 207   11.04   20.19   19.08   23.80   21.86   23.42
2013 208   10.87   19.91   18.95   23.62   21.82   22.96
2013 209   10.67   19.59   18.74   23.18   21.62   22.28
2013 210   10.64   19.23   18.55   22.65   21.34   21.64
2013 211   10.96   19.12   18.49   22.42   21.08   21.56
2013 212   11.34   19.19   18.51   22.45   21.07   21.70
2013 213   11.54   19.26   18.50   22.33   21.18   21.75
2013 214   11.72   19.35   18.44   22.27   21.22   21.68
2013 215   11.92   19.40   18.30   22.22   21.07   21.59
2013 216   12.11   19.44   18.22   22.12   20.89   21.67
2013 217   12.36   19.48   18.22   21.98   20.87   21.60
2013 218   12.65   19.61   18.34   22.04   21.05   21.56
2013 219   12.91   19.72   18.46   22.11   21.19   21.56
2013 220   12.99   19.77   18.57   22.21   21.25   21.73
2013 221   13.02   19.82   18.65   22.34   21.32   21.87
2013 222   13.11   19.91   18.51   22.39   21.32   21.81
2013 223   13.30   19.98   18.47   22.45   21.31   21.67
2013 224   13.37   19.91   18.50   22.39   21.16   21.35
2013 225   13.43   19.74   18.32   22.10   20.80   21.12
2013 226   13.56   19.57   18.03   21.88   20.41   21.00
2013 227   13.81   19.60   18.00   21.80   20.23   21.00
2013 228   14.24   19.81   18.23   21.92   20.28   21.30
2013 229   14.58   20.06   18.59   22.08   20.58   21.58
2013 230   14.94   20.27   18.88   22.42   20.97   22.01
2013 231   15.57   20.42   19.11   22.70   21.23   22.34
2013 232   16.17   20.55   19.33   22.85   21.37   22.64
2013 233   16.16   20.69   19.52   23.06   21.52   23.00
2013 234   16.02   20.71   19.52   23.06   21.53   23.19
2013 235   16.15   20.73   19.49   22.91   21.47   23.24
2013 236   16.37   20.88   19.62   22.91   21.56   23.30
2013 237   16.73   21.00   19.81   22.94   21.67   23.43
2013 238   17.25   21.21   20.13   23.03   21.77   23.58
2013 239   17.66   21.52   20.49   23.21   21.97   23.74
2013 240   17.96   21.81   20.89   23.49   22.34   23.97
2013 241   17.93   22.02   21.31   23.79   22.56   24.25
2013 242   17.46   21.86   21.14   23.98   22.57   24.36
2013 243   17.03   21.59   20.59   23.82   22.38   24.11
2013 244   16.38   21.43   20.25   23.53   22.22   23.74
2013 245   15.73   21.15   19.82   23.33   21.98   23.40
2013 246   15.49   20.84   19.31   23.03   21.64   22.93
2013 247   15.36   20.63   19.02   22.90   21.49   22.65
2013 248   15.29   20.54   18.74   22.79   21.33   22.38
2013 249   15.35   20.45   18.53   22.64   21.20   22.08
2013 250   15.35   20.42   18.51   22.61   21.13   22.07
2013 251   15.21   20.35   18.46   22.60   20.96   22.10
2013 252   15.11   20.54   18.83   22.75   21.03   22.27
2013 253   15.03   20.82   19.42   23.08   21.50   22.60
2013 254   15.00   20.67   19.07   23.04   21.43   22.66
2013 255   14.84   20.26   18.45   22.64   20.74   22.29
2013 256   14.69   19.74   17.94   22.11   20.10   21.54
2013 257   14.58   19.36   17.61   21.68   19.69   20.77
2013 258   14.35   19.12   17.41   21.33   19.40   20.05
2013 259   14.19   18.76   17.11   20.90   19.05   19.23
2013 260   14.11   18.56   16.99   20.71   18.91   18.85
2013 261   14.05   18.55   17.00   20.52   18.89   18.81
2013 262   13.95   18.49   17.00   20.39   18.90   18.98
2013 263   13.76   18.29   16.91   20.31   18.86   19.08
2013 264   13.58   18.06   16.67   20.07   18.65   18.67
2013 265   13.48   17.86   16.50   19.82   18.32   18.31
2013 266   13.47   17.78   16.43   19.60   18.10   18.17
2013 267   13.55   17.77   16.45   19.54   18.02   18.11
2013 268   13.68   17.85   16.55   19.51   18.01   18.20
2013 269   13.76   17.91   16.70   19.45   17.99   18.27
2013 270   13.75   17.92   16.79   19.41   17.98   18.39
2013 271   13.56   17.80   16.76   19.43   18.00   18.53
2013 272   13.39   17.69   16.66   19.45   17.98   18.67
2013 273   13.36   17.66   16.60   19.48   18.07   18.82
2013 274   13.35   17.67   16.67   19.56   18.26   18.96
2013 275   13.31   17.71   16.71   19.68   18.33   19.16
2013 276   13.27   17.67   16.71   19.66   18.31   19.24
2013 277   13.08   17.52   16.62   19.53   18.13   19.16
2013 278   12.74   17.30   16.40   19.34   17.82   18.96
2013 279   12.35   17.04   16.16   19.17   17.54   18.69
2013 280   12.05   16.84   15.95   19.05   17.33   18.45
2013 281   12.02   16.80   15.87   19.05   17.24   18.26
2013 282   12.06   16.78   15.84   18.97   17.24   18.09
2013 283   12.04   16.71   15.87   18.82   17.21   17.95
2013 284   12.03   16.59   15.88   18.69   17.17   17.86
2013 285   11.89   16.46   15.87   18.66   17.17   17.81
2013 286   11.73   16.30   15.74   18.58   17.07   17.71
2013 287   11.62   16.19   15.59   18.45   16.91   17.53
2013 288   11.48   16.06   15.48   18.31   16.78   17.28
2013 289   11.32   15.86   15.41   18.23   16.68   17.11
2013 290   11.23   15.57   15.28   18.12   16.52   16.77
2013 291   11.13   15.23   15.09   17.94   16.27   16.13
2013 292   10.97   14.95   14.83   17.67   15.98   15.73
2013 293   10.87   14.65   14.59   17.21   15.56   15.24
2013 294   10.73   14.24   14.32   16.77   15.03   14.63
2013 295   10.49   13.82   13.92   16.21   14.21   13.64
2013 296   10.17   13.31   13.43   15.55   13.36   12.57
2013 297    9.63   12.76   12.85   14.92   12.87   11.61
2013 298    9.26   12.28   12.13   14.11   12.34   10.86
2013 299    8.96   11.99   11.66   13.65   11.88   10.27
2013 300    8.48   11.64   11.26   13.32   11.33    9.75
2013 301    8.19   11.45   10.94   13.18   11.04    9.67
2013 302    8.03   11.35   10.65   13.06   10.91    9.59
2013 303    7.83   11.18   10.53   13.04   10.86    9.57
2013 304    7.80   11.10   10.36   12.99   10.80    9.64
2013 305    7.76   10.94   10.15   12.82   10.70    9.64
2013 306    7.70   10.81    9.98   12.60   10.54    9.50
2013 307    7.62   10.70    9.84   12.42   10.39    9.35
2013 308    7.42   10.45    9.63   12.33   10.38    9.07
2013 309    7.27   10.23    9.47   12.20   10.48    8.74
2013 310    7.01   10.02    9.17   11.99   10.40    8.58
2013 311    6.89    9.83    8.96   11.70   10.15    8.51
2013 312    6.75    9.62    8.75   11.38    9.89    8.45
2013 313    6.61    9.33    8.53   11.02    9.60    8.24
2013 314    6.43    9.01    8.24   10.64    9.21    7.95
2013 315    6.28    8.71    8.06   10.32    8.87    7.58
2013 316    6.15    8.45    7.94    9.99    8.65    7.03
2013 317    6.09    8.32    7.87    9.75    8.51    6.45
2013 318    6.09    8.20    7.81    9.61    8.37    6.08
2013 319    6.11    8.12    7.78    9.50    8.31    5.97
2013 320    6.11    8.08    7.76    9.33    8.27    5.94
2013 321    6.08    7.97    7.70    9.30    8.21    6.16
2013 322    6.00    7.77    7.54    9.15    8.04    6.19
2013 323    5.91    7.58    7.31    8.91    7.79    6.09
2013 324    5.83    7.50    7.22    8.76    7.65    6.01
2013 325    5.74    7.42    7.23    8.68    7.61    5.84
2013 326    5.67    7.33    7.21    8.50    7.52    5.66
2013 327    5.60    7.20    7.14    8.25    7.36    5.51
2013 328    5.53    6.95    6.98    7.91    7.17    5.36
2013 329    5.46    6.81    6.76    7.53    6.86    5.03
2013 330    5.07    6.43    6.33    7.14    6.68    4.92
2013 331    4.86    6.30    6.15    6.75    6.45    4.47
2013 332    4.37    5.96    5.23    6.06    5.91    0.23
2013 333    4.19    5.86    5.17    5.90    5.89    0.22
2013 334    4.11    5.73    5.00    5.79    5.81    0.22
2013 335    4.04    5.75    5.02    5.62    5.79    3.63
2013 336    4.36    5.73    5.43    5.69    6.13    3.64
2013 337    4.48    5.66    5.46    5.61    6.12    3.53
2013 338    4.49    5.59    5.41    5.50    6.10    3.42
2013 339    4.41    5.46    5.36    5.42    6.04    3.38
2013 340    4.42    5.34    5.23    5.34    5.98    3.39
2013 341    4.37    5.21    5.09    5.18    5.85    3.40
2013 342    4.29    5.12    4.98    4.97    5.70    3.41
2013 343    3.95    4.91    4.68    4.77    5.43    2.38
2013 344    3.68    4.65    4.40    4.56    5.19    1.66
2013 345    3.42    4.30    4.23    4.31    5.04    1.27
2013 346    3.29    4.25    4.03    3.92    4.43    0.22
2013 347    3.13    4.04    3.84    3.44    4.62    0.21
2013 348    3.04    3.92    3.68    3.10    4.60    0.21
2013 349    2.96    3.96    3.36    2.92    4.35    0.21
2013 350    2.90    3.79    3.15    2.53    4.05    0.21
2013 351    2.75    3.70    2.98    2.27    3.78    0.21
2013 352    2.77    3.61    2.86    2.10    3.81    0.21
2013 353    2.72    3.54    3.00    2.31    4.23    0.21
2013 354    2.65    3.49    2.96    2.26    4.23    0.21
2013 355    2.61    3.46    2.88    2.22    4.13    0.21
2013 356    2.54    3.43    2.82    2.29    4.04    0.21
2013 357    2.54    3.39    2.82    2.28    4.07    0.21
2013 358    2.52    3.38    2.74    2.25    4.08    0.21
2013 359    2.42    3.24    2.54    2.17    3.97    1.02
2013 360    2.36    3.24    2.52    2.17    3.88    1.20
2013 361    2.36    3.24    2.42    2.13    3.80    0.22
2013 362    2.30    3.34    2.50    2.22    3.90    0.21
2013 363    2.25    3.34    2.50    2.21    3.90    0.21
2013 364    2.22    3.34    2.50    2.14    3.72    0.51
2013 365    1.79    3.24    2.28    2.07    3.56    0.55
2014 001    1.60    3.15    2.17    1.81    3.39    0.21
2014 002    1.41    2.91    2.07    1.38    3.24    0.21
2014 003    1.27    2.69    1.90    0.76    2.94    0.21
2014 004    1.37    2.88    1.78    0.64    3.05    0.21
2014 005    1.36    2.82    1.93    0.93    2.73    0.21
2014 006    1.29    2.63    1.87    0.85    3.13    0.21
2014 007    1.17    2.45    1.62    0.47    2.77    0.21
2014 008    1.10    1.99    1.41    0.32    2.52    0.21
2014 009    1.05    1.89    1.37    0.24    2.64    0.21
2014 010    0.96    1.86    1.32    0.24    2.51    0.21
2014 011    0.94    1.94    1.28    0.23    2.50    0.21
2014 012    0.96    1.96    1.49    0.24    2.96    0.21
2014 013    1.14    2.06    1.57    0.35    3.02    0.21
2014 014    1.18    2.12    1.70    0.37    2.94    0.21
2014 015    1.10    2.05    1.74    0.37    2.77    0.21
2014 016    1.06    2.09    1.74    0.36    2.70    0.21
2014 017    1.06    2.07    1.71    0.31    2.68    0.21
2014 018    1.00    1.91    1.66    0.30    2.67    0.21
2014 019    0.98    1.86    1.54    0.20    2.58    0.21
2014 020    0.94    1.81    1.43    0.20    2.55    0.21
2014 021    0.83    1.73    0.93    0.20    2.22    0.21
2014 022    0.69    1.63    0.73    0.20    1.97    0.21
2014 023    0.56    1.49    0.55    0.20    1.63    0.21
2014 024    0.51    1.28    0.53    0.20    1.56    0.21
2014 025    0.63    1.37    0.70    0.20    1.71    0.21
2014 026    0.67    1.40    0.86    0.20    1.76    0.21
2014 027    0.63    1.35    0.92    0.20    1.80    0.21
2014 028    0.46    1.03    0.75    0.20    1.63    0.21
2014 029    0.38    0.85    0.69    0.20    1.57    0.21
2014 030    0.36    0.85    0.58    0.20    1.60    0.21
2014 031    0.39    0.91    0.66    0.20    1.69    0.21
2014 032    0.31    0.85    0.76    0.20    1.68    0.21
2014 033    0.20    0.78    0.74    0.20    1.82    0.21
2014 034    0.25    0.73    0.62    0.20    1.61    0.21
2014 035    0.20    0.68    0.35    0.20    1.49    0.21
2014 036    0.20    0.66    0.37    0.20    1.42    0.21
2014 037    0.20    0.68    0.32    0.20    1.19    0.21
2014 038    0.20    0.48    0.25    0.20    0.96    0.21
2014 039    0.20    0.50    0.25    0.20    0.90    0.21
2014 040    0.20    0.45    0.20    0.20    1.18    0.21
2014 041    0.21    0.48    0.20    0.20    0.99    0.21
2014 042    0.20    0.34    0.20    0.20    0.95    0.21
2014 043    0.20    0.30    0.20    0.20    0.84    0.21
2014 044    0.20    0.30    0.20    0.20    0.87    0.21
2014 045    0.22    0.37    0.20    0.20    0.94    0.21
2014 046    0.20    0.20    0.20    0.20    0.93    0.21
2014 047    0.20    0.20    0.20    0.20    0.90    0.21
2014 048    0.20    0.45    0.20    0.20    0.87    0.21
2014 049    0.20    0.36    0.20    0.20    1.00    0.21
2014 050    0.20    0.51    0.20    0.20    1.18    0.21
2014 051    0.20    0.52    0.20    0.20    1.24    0.21
2014 052    0.22    0.59    0.20    0.24    1.29    0.21
2014 053    0.22    0.62    0.22    0.23    1.35    0.21
2014 054    0.20    0.69    0.20    0.20    1.39    0.21
2014 055    0.20    0.66    0.26    0.25    1.37    0.28
2014 056    0.20    0.54    0.23    0.20    1.32    0.27
2014 057    0.20    0.54    0.20    0.20    1.21    0.21
2014 058    0.20    0.49    0.20    0.20    1.10    0.21
2014 059    0.20    0.28    0.20    0.20    1.04    0.21
2014 060    0.20    0.20    0.20    0.20    0.20    0.21
2014 061    0.20    0.20    0.20    0.20    0.20    0.21
2014 062    0.20    0.25    0.20    0.20    0.77    0.21
2014 063    0.20    0.21    0.20    0.20    0.69    0.21
2014 064    0.20    0.22    0.20    0.20    0.66    0.21
2014 065    0.21    0.21    0.20    0.20    0.53    0.21
2014 066    0.20    0.20    0.20    0.20    0.56    0.21
2014 067    0.20    0.20    0.20    0.20    0.63    0.21
2014 068    0.20    0.20    0.20    0.20    0.62    0.21
2014 069    0.20    0.30    0.20    0.20    0.79    0.21
2014 070    0.21    0.27    0.22    0.22    0.86    0.21
2014 071    0.20    0.27    0.21    0.20    0.83    0.21
2014 072    0.21    0.26    0.20    0.20    0.78    0.21
2014 073    0.20    0.40    0.22    0.20    0.79    0.21
2014 074    0.20    0.20    0.20    0.20    0.75    0.21
2014 075    0.20    0.43    0.20    0.20    0.86    0.21
2014 076    0.20    0.32    0.20    0.20    0.85    0.21
2014 077    0.20    0.36    0.20    0.20    0.81    0.21
2014 078    0.20    0.36    0.20    0.20    0.81    0.21
2014 079    0.20    0.39    0.20    0.20    0.88    0.21
2014 080    0.20    0.20    0.20    0.20    0.87    0.21
2014 081    0.20    0.20    0.20    0.20    0.90    0.21
2014 082    0.20    0.20    0.20    0.20    0.90    0.21
2014 083    0.20    0.36    0.22    0.29    0.95    0.32
2014 084    0.20    0.40    0.22    0.27    0.91    0.33
2014 085    0.20    0.47    0.20    0.33    0.95    0.31
2014 086    0.21    0.52    0.21    0.32    1.00    0.32
2014 087    0.20    0.61    0.20    0.27    1.13    0.36
2014 088    0.20    0.70    0.20    0.20    1.24    0.21
2014 089    0.20    0.69    0.21    0.20    1.32    0.21
2014 090    0.22    0.73    0.30    0.79    1.34    0.25
2014 091    0.22    0.74    0.30    0.78    1.32    0.21
2014 092    0.23    0.83    0.28    0.83    1.32    0.21
